DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
IP;304280;ESC.PART.;CRIANCA FELIZ DO BOSQUE E.E.I.;CRIANCA FELIZ DO BOSQUE E.E.I.;;IPIRANGA;VILA MARIANA;RUA DAS ORQUIDEAS;391;MIRANDOPOLIS;4050000;50719587;;55944242;Ativa;77;SAUDE;7701;35126810;35126810;;;;;;;18/10/1995;;;PAR;-23606165;-46643112;31/12/2011
IP;307154;ESC.PART.;CRIAR E APRENDER;CRIAR E APRENDER;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA CAMPOS NOVOS;104;VILA LÚCIA;3145020;;;;Ativa;93;VILA PRUDENTE;9302;35434425;35434425;;;22/09/2009;128;22/09/2009;;22/09/2009;;;PAR;-23589793;-46573729;31/12/2011
IP;307329;ESC.PART.;CRIAR-TE;CRIAR-TE;;IPIRANGA;IPIRANGA;RUA RIBEIRO LACERDA;330;BOSQUE DA SAÚDE;4150000;;;;Ativa;27;CURSINO;2701;35444431;35444431;;ZERO A 3A;04/08/2010;118;30/07/2010;;04/08/2010;;;PAR;-23620626;-46621794;31/12/2011
IP;303046;ESC.PART.;CRIARTE CENTRO DE EDUC. INF.;CRIARTE CENTRO DE EDUC. INF.;;IPIRANGA;IPIRANGA;RUA   JOAO DE SANTA MARIA;519;VILA BRASILINA;4158070;50732092;;;Ativa;27;CURSINO;2702;35162796;35162796;;;;;;;10/02/1998;;;PAR;-23622179;-46619578;31/12/2011
IP;400640;CEI INDIR;DECIO PEREIRA, DOM;DECIO PEREIRA, DOM;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA CARLOS MULLER;21;VILA PRUDENTE;3132060;;;20631045;Ativa;93;VILA PRUDENTE;9301;35307973;35307973;;2A A 6A;;;;01/02/2007;;;;CON;-23580634;-46583490;31/12/2011
IP;91910;EMEI;DELFINO AZEVEDO;DELFINO AZEVEDO;;IPIRANGA;IPIRANGA;PRACA PRIMEIRO DE OUTUBRO;30;VILA MONUMENTO;4261140;22733470;;20631602;Ativa;34;IPIRANGA;3403;35051822;35051822;161068108000000;;;;;;17/04/1985;;PRACA 1 DE OUTUBRO - CAMBUCI;DIR;-23582281;-46613476;31/12/2011
IP;307471;ESC.PART.;DINO BUENO, CENTRO PROMOCIONAL;DINO BUENO, CENTRO PROMOCIONAL;;IPIRANGA;SE;ALAMEDA DINO BUENO;457;CAMPOS ELÍSEOS;1217000;;;;Ativa;69;SANTA CECILIA;6902;35448459;35448459;;2 A 5 A;16/02/2011;35;14/02/2011;;16/02/2011;;;PAR;-23530766;-46644029;31/12/2011
IP;306475;CR.P.CONV;DIVINO AMOR, LAR DAS CRIANCAS;DIVINO AMOR, LAR DAS CRIANCAS;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA IBITIRAMA;1990;VILA PRUDENTE;3134002;23416528;;23416528;Ativa;93;VILA PRUDENTE;9302;35181377;35181377;;ZERO A 3A E 11M;;;;20/07/2002;24/11/2011;;;CON;-23584112;-46584106;31/12/2011
IP;300659;ESC.PART.;DOCE FOLIA, E.E.R.I.;DOCE FOLIA, E.E.R.I.;;IPIRANGA;SE;RUA BARRA DO TIBAJI;121;BOM RETIRO;1128000;;;;Ativa;9;BOM RETIRO;901;35156243;35156243;;18M A 6A;;;;;25/03/1997;;;PAR;-23522018;-46645197;31/12/2011
IP;306564;ESC.PART.;DOCE INFANCIA  N.R.I.;DOCE INFANCIA  N.R.I.;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA   MARIO AUGUSTO DO CARMO;331;JARDIM AVELINO;3227070;;;;Ativa;;VILA PRUDENTE;;35801148;35801148;;1 A 6 ANOS;;;;;03/12/2002;;;PAR;0;0;31/12/2011
IP;307649;ESC.PART.;DOM QUIXOTE, COLEGIO;DOM QUIXOTE, COLEGIO;;IPIRANGA;IPIRANGA;RUA SIMÃO LOPES;275;VILA MORAES;4167000;;;;Ativa;68;SACOMA;6802;35462354;35462354;;FAIXA ETARIA;26/10/2011;273;18/10/2011;;26/10/2011;;;PAR;-23631546;-46607150;31/12/2011
IP;303119;ESC.PART.;DONA ANTONIETA ALTENFELDER CRECHE;DONA ANTONIETA ALTENFELDER CRECHE;;IPIRANGA;SE;RUA DOUTOR CESÁRIO MOTA JÚNIOR;112;VILA BUARQUE;1221020;;;;Ativa;26;CONSOLACAO;2601;35171396;35171396;;;;;;;16/07/1998;;;PAR;-23542675;-46648919;31/12/2011
IP;400288;CEI DIRET;EDUARDO DE CAMPOS ROSMANINHO, DR;EDUARDO DE CAMPOS ROSMANINHO, DR;;IPIRANGA;IPIRANGA;RUA DOM  BERNARDO NOGUEIRA;921;VILA GUMERCINDO;4134000;55852666;55853701;;Ativa;27;CURSINO;2701;35274070;35274070;161068107000000;ZERO A 6A E 11M;28/12/2000;40.193;27/12/2000;;22/05/2007;;VILA GUMERCINDO;DIR;-23607758;-46619420;31/12/2011
IP;306577;CR.P.CONV;ELISA BRANCO - C.E.I.;ELISA BRANCO - C.E.I.;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA DOS JUNQUILHOS;480;VILA ALPINA;3204040;29170534;;;Ativa;93;VILA PRUDENTE;9302;35121472;35121472;;ZERO A 6A E 11M;;;;22/03/2004;;;;CON;-23596950;-46559965;31/12/2011
IP;307019;CR.P.CONV;ENCARNACAO ROMERO MARTINS;ENCARNACAO ROMERO MARTINS;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA DOUTOR LAURINDO MINHOTO;101;PARQUE SÃO LUCAS;3240060;23173000;;23713000;Ativa;72;SAO LUCAS;7202;35411103;35411103;;ZERO A 2A;28/10/2008;2008.0.219;28/10/2008;28/10/2008;;;;CON;-23600069;-46549022;31/12/2011
IP;400045;CEI DIRET;ENEDINA DE SOUSA CARVALHO;ENEDINA DE SOUSA CARVALHO;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA   ANTONIO DE PAIVA AZEVEDO;60;PARQUE TOMAS SARAIVA;3284080;29119048;;;Ativa;72;SAO LUCAS;7201;35239562;35239562;161068176000000;ZERO A 6A E 11M;13/11/1991;30.554;13/11/1991;;13/08/2008;;VILA SANTA VIRGINIA;DIR;-23586454;-46537056;31/12/2011
IP;400603;CEI INDIR;ERIK GUNNAR ERIKSSON;ERIK GUNNAR ERIKSSON;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA   SAQUAREMA;59;VILA PRUDENTE;3125090;22190094;;;Ativa;93;VILA PRUDENTE;9301;35346470;35346470;161068199000000;ZERO A 3A;22/02/2007;48.152;21/02/2007;07/08/2007;12/11/2011;;PARQUE DA MOOCA I;CON;-23581985;-46590249;31/12/2011
IP;307479;ESC.PART.;ESCOLA PRIMEIRA;ESCOLA PRIMEIRA;;IPIRANGA;VILA MARIANA;RUA DIOGO JÁCOME;136;VILA NOVA CONCEIÇÃO;4512000;;;;Ativa;32;MOEMA;3201;35449672;35449672;;ZERO A 5 A;12/03/2011;45;11/03/2011;;12/03/2011;;PRIMEIRA INFANTIL;PAR;-23353664;-46395648;31/12/2011
IP;307121;ESC.PART.;ESCOLA SAVOIA;ESCOLA SAVOIA;;IPIRANGA;IPIRANGA;RUA PAMPULHA;75;VILA MONUMENTO;1548070;;;;Ativa;34;IPIRANGA;3401;35321485;35321485;;ZERO A 5 A;23/07/2009;77;23/07/2009;;23/07/2009;;;PAR;-23579901;-46613151;31/12/2011
IP;300616;ESC.PART.;ESPACO ABERTO EDUC. INFANTIL;ESPACO ABERTO EDUC. INFANTIL;;IPIRANGA;VILA MARIANA;RUA   AUREA;296;VILA MARIANA;4015070;55747690;;;Ativa;90;VILA MARIANA;9002;35162760;35162760;;1A A 5A;;;;;29/09/1997;;;PAR;-23587020;-46645563;31/12/2011
IP;306519;CR.P.CONV;ESTRELA DA MANHA, CEI;ESTRELA DA MANHA, CEI;;IPIRANGA;IPIRANGA;RUA   EUGENIO EGAS;457;JARDIM CLIMAX;4177410;23353556;;;Ativa;68;SACOMA;6802;35181250;35181250;;2A A 6A E 11M;;;;20/07/2002;;;SAGRADO CORACAO DE JESUS;CON;-23640707;-46604646;31/12/2011
IP;306647;ESC.PART.;ESTRIPO - LIPO, N.R.I.;ESTRIPO - LIPO, N.R.I.;;IPIRANGA;IPIRANGA;RUA   MANIFESTO;1978;IPIRANGA;4209002;;;;Ativa;34;IPIRANGA;3402;35177246;35177246;;ZERO A 6A E 11M;;;;;03/04/2001;;;PAR;-23590481;-46600770;31/12/2011
IP;94978;EMEF;EURICO GASPAR DUTRA, MAL.;EURICO GASPAR DUTRA, MAL.;;IPIRANGA;IPIRANGA;RUA JEAN DE LA HUERTA;136;VILA BRASILINA;4163010;29473336;29698666;29698666;Ativa;27;CURSINO;2702;35054161;35054161;161068101000000;;16/11/1956;3.341;16/11/1956;;10/04/1981;;1, 2 ESCOLA MISTA DE VILA BRASILINA;DIR;-23621929;-46614945;31/12/2011
IP;307640;ESC.PART.;EVOLUCAO UNIDADE II;EVOLUCAO UNIDADE II;;IPIRANGA;SE;RUA ITAGUABA;102;SANTA CECÍLIA;1233050;;;;Ativa;26;CONSOLACAO;2601;35422809;35422809;;3A A 5A;15/10/2011;256;10/10/2011;;15/10/2011;;;PAR;-23540758;-46663434;31/12/2011
IP;307273;ESC.PART.;EXITO;EXITO;;IPIRANGA;IPIRANGA;RUA IZONZO;90;SACOMÃ;4249000;;;;Ativa;68;SACOMA;6801;35444376;35444376;;2 A 5 A;11/06/2010;76;10/06/2010;;11/06/2010;;;PAR;-23616855;-46599178;31/12/2011
IP;307459;ESC.PART.;EXITO;EXITO;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;AVENIDA SÃO LUCAS;404;PARQUE SÃO LUCAS;3239000;;;;Ativa;72;SAO LUCAS;7202;35266978;35266978;;18 M A 5 A;05/01/2011;13;03/01/2011;;05/01/2011;;;PAR;-23595871;-46548435;31/12/2011
IP;94617;EMEF;FARIA LIMA, BRIG.;FARIA LIMA, BRIG.;;IPIRANGA;SE;RUA AMETISTA;50;ACLIMAÇÃO;4109010;55730413;;50844156;Ativa;49;LIBERDADE;4901;35053016;35053016;161068154000000;;30/08/1956;3.221;30/08/1956;;10/04/1981;;1. ESCOLA MISTA DA ACLIMACAO;DIR;-23576312;-46629551;31/12/2011
IP;19319;EMEI;FATIMA REGINA DA CRUZ SABINO CALACA, PROFA;FATIMA REGINA DA CRUZ SABINO CALACA, PROFA;;IPIRANGA;IPIRANGA;RUA MARIO QUINTANA;15;JARDIM SAO SAVERIO;4194261;23345368;23314745;;Ativa;68;SACOMA;6803;35269499;35269499;161068198000000;;30/11/2005;46.684;29/11/2005;;;;PARQUE BRISTOL;DIR;-23653091;-46609237;31/12/2011
IP;91821;EMEI;FEIJO, REG.;FEIJO, REG.;;IPIRANGA;SE;AVENIDA LACERDA FRANCO;795;CAMBUCI;1536000;32087804;32778700;32778700;Ativa;14;CAMBUCI;1401;35051697;35051697;161068150000000;;;;;;30/07/1985;;LINS DE VASCONCELOS - PI 12;DIR;-23569301;-46623129;31/12/2011
IP;400318;CEI INDIR;FERNANDA;FERNANDA;;IPIRANGA;SE;RUA   PEDROSO;348;BELA VISTA;1322010;;;32883387;Ativa;7;BELA VISTA;701;35180920;35180920;;ZERO A 6A 11M;22/06/1994;34.299;22/06/1994;20/07/2002;;;;CON;-23561801;-46641057;31/12/2011
IP;307213;ESC.PART.;FILHOS DO REI;FILHOS DO REI;;IPIRANGA;IPIRANGA;RUA LUÍS ABBONDANZA;53;SÃO JOÃO CLÍMACO;4241020;;;;Ativa;68;SACOMA;6801;35293374;35293374;;2 A 5 A;06/03/2010;23;10/02/2010;;06/03/2010;;;PAR;-23624006;-46589723;31/12/2011
IP;400663;CEI INDIR;FRANCISCO BATISTA VER;FRANCISCO BATISTA VER;;IPIRANGA;IPIRANGA;RUA ANTÔNIO MONTEIRO;115;VILA SANTO ESTÉFANO;4153130;50580991;;;Ativa;27;CURSINO;2703;35380805;35380805;161068200000000;ZERO A 2A;20/10/2007;48.845;19/10/2007;28/12/2007;26/10/2011;;VILA SANTO ESTEFANO;CON;-23628437;-46622341;31/12/2011
IP;11533;EMEF;FRANCISCO DA SILVEIRA BUENO, PROF.;FRANCISCO DA SILVEIRA BUENO, PROF.;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA IGARAPÉ FLORES;19;VILA SÃO NICOLAU;3254330;21431555;;21431555;Ativa;72;SAO LUCAS;7203;35076144;35076144;161068185000000;;27/11/1991;30.642;27/11/1991;;10/04/1981;;CONJ. HABITACIONAL SAO NICOLAU;DIR;-23612998;-46532109;31/12/2011
IP;95061;EMEF;FRANCISCO MEIRELLES, DES.;FRANCISCO MEIRELLES, DES.;;IPIRANGA;IPIRANGA;RUA CAMPANTE;357;VILA INDEPENDÊNCIA;4224010;22734477;;20635111;Ativa;34;IPIRANGA;3405;35053430;35053430;161068109000000;;30/08/1956;3.221;30/08/1956;;10/04/1981;;VILA CARIOCA, ESCOLA MISTA DE;DIR;-23596798;-46592144;31/12/2011
IP;400049;CEI DIRET;FRANCISCO PEREZ, VER.;FRANCISCO PEREZ, VER.;;IPIRANGA;IPIRANGA;RUA   JACAPE;148;VILA AGUA FUNDA;4315050;50582917;;50737530;Ativa;27;CURSINO;2703;35238612;35238612;161068102000000;ZERO A 6A E 11M;16/10/1987;24.765;16/10/1987;;22/05/2007;;AGUA FUNDA;DIR;-23636364;-46627667;31/12/2011
IP;307627;ESC.PART.;FRUTO DO SABER, R. I.;FRUTO DO SABER, R. I.;;IPIRANGA;IPIRANGA;RUA GENARO ARILA ARENSANZ;198;VILA IVONE;3275090;;;;Ativa;72;IPIRANGA;7201;35461398;35461398;;1A A 5A;05/10/2011;218;29/09/2011;;05/10/2011;;;PAR;-23579270;-46554240;31/12/2011
IP;306605;ESC.PART.;FUTURA, UNIDADE DE EDUCACAO INFANTIL;FUTURA, UNIDADE DE EDUCACAO INFANTIL;;IPIRANGA;IPIRANGA;RUA   AGOSTINHO GOMES;1640;IPIRANGA;4206000;;;;Ativa;34;IPIRANGA;3402;35191577;35191577;;02A A 06A;;;;;18/12/2004;;;PAR;-23583646;-46604405;31/12/2011
IP;91863;EMEI;GABRIEL PRESTES;GABRIEL PRESTES;;IPIRANGA;SE;RUA DA CONSOLACAO;1012;CONSOLACAO;1302000;3256-7260;3258-4875;;Ativa;26;CONSOLACAO;2601;35051724;35051724;161068152000000;;;;;;30/07/1985;;CONSOLACAO - PI 27;DIR;-23547976;-46651119;31/12/2011
IP;400051;CEI DIRET;GENOVEVA DASCOLI;GENOVEVA DASCOLI;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA MARIA DAFFRE;740;QUINTA DA PAINEIRA;3150020;23417935;;23470846;Ativa;93;VILA PRUDENTE;9302;35239537;35239537;161068191000000;ZERO A 6A E 11M;11/07/1985;21.083;11/07/1985;;13/08/2008;;GENOVEVA D ASCOLI;DIR;-23587258;-46584871;31/12/2011
IP;306309;CR.P.CONV;GERONIMO RODRIGUES, MONS;GERONIMO RODRIGUES, MONS;;IPIRANGA;IPIRANGA;RUA MONSENHOR  JERONIMO RODRIGUES;274;JARDIM CLIMAX;4177440;23354003;;23354003;Ativa;68;SACOMA;6802;35181171;35181171;;2A A 6A E 11M;;;;20/07/2002;;;;CON;-23641819;-46603602;31/12/2011
IP;307103;CR.P.CONV;GIRASSOL;GIRASSOL;;IPIRANGA;SE;AVENIDA PACAEMBU;829;PACAEMBU;1234001;36666301;;;Ativa;69;SANTA CECILIA;6902;35432799;35432799;;ZERO A 3 A;25/05/2009;2009.0.141;25/05/2009;25/05/2009;;;;CON;-23534195;-46661908;31/12/2011
IP;400538;CEI INDIR;GIRASSOL;GIRASSOL;;IPIRANGA;IPIRANGA;RUA ALMIRANTE MARIATH;44;IPIRANGA;4218040;22746865;;;Ativa;34;IPIRANGA;3405;35061992;35061992;;ZERO A 4A E 11M;;;;04/09/2003;;;;CON;-23602115;-46595701;31/12/2011
IP;300152;ESC.PART.;GIRASSOL E.E.I.;GIRASSOL E.E.I.;;IPIRANGA;SE;RUA CONSELHEIRRO  FURTADO;1186;LIBERDADE;1511001;;;;Ativa;;LIBERDADE;;35119441;35119441;;;;;;;18/10/1995;;;PAR;0;0;31/12/2011
IP;307164;ESC.PART.;GIROFLE GIROFLA;GIROFLE GIROFLA;;IPIRANGA;IPIRANGA;RUA SOUTHEY;24;VILA DOM PEDRO I;4276080;;;;Ativa;34;IPIRANGA;3403;35435338;35435338;;4 M A 3 A;30/10/2009;148;10/10/2009;;30/10/2009;;;PAR;-23594462;-46614951;31/12/2011
IP;307553;ESC.PART.;GIROFLE GIROFLA II;GIROFLE GIROFLA II;;IPIRANGA;IPIRANGA;RUA SOUTHEY;46;VILA DOM PEDRO I;4276080;;;;Ativa;34;IPIRANGA;3403;;0;;;13/07/2011;87;04/07/2011;;13/07/2011;;;PAR;-23594613;-46614936;31/12/2011
IP;400500;CCI/CIPS;GREGORIO WESTRUPP, PE. - TRIBUNAL DE CONTAS MSP;GREGORIO WESTRUPP, PE. - TRIBUNAL DE CONTAS MSP;;IPIRANGA;VILA MARIANA;RUA   ESTADO DE ISRAEL;565;VILA CLEMENTINO;4022001;50801388;;55727639;Ativa;90;VILA MARIANA;9003;35280690;35280690;;4M A 5ANOS;;;;;09/10/1985;;PADRE GREGORIO WESTRUPP - TCMSP;DIR;-23593989;-46644872;31/12/2011
IP;400319;CEI INDIR;GUGUINHA II;GUGUINHA II;;IPIRANGA;SE;RUA   MARTINIANO DE CARVALHO;169;BELA VISTA;1321001;32833104;;;Ativa;7;BELA VISTA;701;35180956;35180956;;ZERO A 6A 11M;;;;20/07/2002;;;;CON;-23559933;-46640639;31/12/2011
IP;307667;ESC.PART.;HAPPY DAY, E. E. I.;HAPPY DAY, E. E. I.;;IPIRANGA;IPIRANGA;RUA MARIA DA CONCEIÇÃO MACIEL DE BARROS;135;VILA VERA;4295030;;;;Ativa;68;SACOMA;6802;;0;;0M A 5A;24/11/2011;333;18/11/2011;;24/11/2011;;;PAR;-23626459;-46603544;31/12/2011
IP;92401;EMEI;HEITOR VILLA LOBOS;HEITOR VILLA LOBOS;;IPIRANGA;VILA MARIANA;RUA CURITIBA;232;PARAÍSO;4005030;38841363;;38852595;Ativa;32;MOEMA;3201;35051755;35051755;161068162000000;;;;;;29/05/1985;;IBIRAPUERA - PI 17;DIR;-23581556;-46653602;31/12/2011
IP;91812;EMEBS;HELEN KELLER;HELEN KELLER;;IPIRANGA;SE;RUA PEDRA AZUL;314;ACLIMACAO;4109000;55730667;55734189;55734189;Ativa;49;LIBERDADE;4901;35079005;35079005;161068155000000;;;;;;26/11/1986;;1. NUCLEO EDUCACIONAL PARA CRIANCAS SURDAS;DIR;-23576035;-46627032;31/12/2011
IP;306469;CR.P.CONV;HELENA DA SILVA TEIXEIRA;HELENA DA SILVA TEIXEIRA;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA  DAS DALIAS;326;VILA BELA;3202060;23418525;;;Ativa;93;VILA PRUDENTE;9302;35181390;35181390;;2A A 3A E 11M;;;;20/07/2002;;;;CON;-23600335;-46569859;31/12/2011
IP;307217;ESC.PART.;HELENA LUBIENSKA;HELENA LUBIENSKA;;IPIRANGA;VILA MARIANA;RUA PAULA NEY;518;VILA MARIANA;4107020;;;;Ativa;90;VILA MARIANA;9004;35440942;35440942;;ZERO A 5 A;13/03/2010;26;02/03/2010;;13/03/2010;;;PAR;-23579879;-46634356;31/12/2011
IP;400565;CEI INDIR;HELENA QUINTA REIS;HELENA QUINTA REIS;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA  DAS MIMOSAS;175;VILA LUCIA;3144010;23459781;;;Ativa;93;VILA PRUDENTE;9302;35130000;35130000;;ZERO A 4A E 11M;;;;17/07/2004;;;;CON;-23594005;-46571740;31/12/2011
IP;400702;CEI INDIR;HELIOPOLIS I;HELIOPOLIS I;CCEC HELIOPOLIS;IPIRANGA;IPIRANGA;RUA CAVALHEIRO FRONTINI;SN;SÃO JOÃO CLÍMACO;4241000;28013997;;;Ativa;68;SACOMA;6801;35414815;35414815;161068600030000;ZERO A 3A;09/08/2008;49.879;08/08/2008;10/09/2008;;;;CON;-23622836;-46591254;31/12/2011
IP;400703;CEI INDIR;HELIOPOLIS II;HELIOPOLIS II;CCEC HELIOPOLIS;IPIRANGA;IPIRANGA;RUA CAVALHEIRO FRONTINI;SN;SÃO JOÃO CLÍMACO;4241000;22640863;;;Ativa;68;SACOMA;6801;35414670;35414670;161068600040000;ZERO A 3A;09/08/2008;49.881;08/08/2008;10/09/2008;;;;CON;-23622836;-46591254;31/12/2011
IP;400478;CEI INDIR;HIGIENOPOLIS;HIGIENOPOLIS;;IPIRANGA;SE;RUA CONSELHEIRRO  BROTERO;888;SANTA CECILIA;1232010;36640375;;;Ativa;69;SANTA CECILIA;6902;35058853;35058853;;ZERO A 6A E 11M;;;;23/04/2003;;;;CON;-23533730;-46659583;31/12/2011
IP;303801;ESC.PART.;HIGIENOPOLIS ESCOLA;HIGIENOPOLIS ESCOLA;;IPIRANGA;SE;RUA   ITACOLOMI;173;HIGIENOPOLIS;1239020;;;;Ativa;;CONSOLACAO;;35123785;35123785;;;;;;;18/10/1995;;;PAR;0;0;31/12/2011
IP;400505;CCI/CIPS;HOSPITAL DO SERVIDOR PUBLICO MUNICIPAL;HOSPITAL DO SERVIDOR PUBLICO MUNICIPAL;;IPIRANGA;SE;RUA   CASTRO ALVES;163;ACLIMACAO;1532001;33978102;;;Ativa;49;LIBERDADE;4901;35280677;35280677;;;19/08/1981;17.501;19/08/1981;;;;;DIR;-23567311;-46638306;31/12/2011
IP;92371;EMEI;IGNACIO HENRIQUE ROMEIRO, PROF.;IGNACIO HENRIQUE ROMEIRO, PROF.;;IPIRANGA;VILA MARIANA;ALAMEDA JAUAPERI;1639;INDIANÓPOLIS;4523016;50446652;55369812;55369812;Ativa;32;MOEMA;3202;35051792;35051792;161068163000000;;;;;;20/03/1985;;VILA HELENA - PI 50;DIR;-23609156;-46671078;31/12/2011
IP;400713;CEI DIRET;INDIANOPOLIS;INDIANOPOLIS;;IPIRANGA;VILA MARIANA;ALAMEDA IRAÉ;35;INDIANÓPOLIS;4075000;50512517;;50512517;Ativa;32;MOEMA;3202;35428693;35428693;161068206000000;;20/03/2009;50510;19/03/2009;;18/03/2010;;;DIR;-23600331;-46657512;31/12/2011
IP;400060;CEI DIRET;INEZ MENEZES MARIA;INEZ MENEZES MARIA;;IPIRANGA;IPIRANGA;RUA ISABEL DE GÓIS;10;JARDIM BOTUCATU;4173150;23355064;23316255;23355064;Ativa;68;SACOMA;6802;35238659;35238659;161068119000000;ZERO A 6A E 11M;16/07/1992;31.882;16/07/1992;;22/05/2007;;;DIR;-23636179;-46609687;31/12/2011
IP;400543;CEI DIRET;INOCOOP IPIRANGA;INOCOOP IPIRANGA;;IPIRANGA;IPIRANGA;RUA BARBINOS;SN;SÃO JOÃO CLÍMACO;4240110;29458187;;29456060;Ativa;68;SACOMA;6801;35103147;35103147;161068140000000;ZERO A 6A E 11M;25/10/2003;44.032;24/10/2003;;22/05/2007;;;DIR;-23620863;-46585117;31/12/2011
IP;501424;MOVA;INSTITUTO ROSARIA BARONE;INSTITUTO ROSARIA BARONE;;IPIRANGA;SE;RUA MAZZINI;216;ACLIMAÇÃO;1528000;;;;Ativa;49;LIBERDADE;4901;;0;;;20/10/2011;2010.0.190;11/10/2011;20/10/2011;;;;CON;-23564209;-46625062;31/12/2011
IP;307402;ESC.PART.;INTEGRACAO;INTEGRACAO;;IPIRANGA;IPIRANGA;PASSAGEM MIRACATU;198;IPIRANGA;4278030;;;;Ativa;34;IPIRANGA;3402;35445997;35445997;;4 M A 5 A;23/10/2010;166;21/10/2010;;;;;PAR;-23600615;-46607153;31/12/2011
IP;306919;CR.P.CONV;IPIRANGA;IPIRANGA;;IPIRANGA;IPIRANGA;RUA PAULO BARBOSA;197;IPIRANGA;4201080;38062744;;38062744;Ativa;34;IPIRANGA;3402;35391918;35391918;;ZERO A 3A;11/02/2008;2007.0.375;11/02/2008;11/02/2008;;;;CON;-23572296;-46605807;31/12/2011
IP;19427;EMEF;IPIRANGA I;IPIRANGA I;;IPIRANGA;IPIRANGA;RUA JOSÉ PEREIRA CRUZ;95;PARQUE BRISTOL;4193050;23341370;;;Ativa;68;SACOMA;6803;35407343;35407343;161068204000000;;28/11/2008;50267;27/11/2008;;;;;DIR;-23647837;-46605685;31/12/2011
IP;95320;EMEF;IRINEU MARINHO;IRINEU MARINHO;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA JACARAIPE;478;QUINTA DA PAINEIRA;3152150;23411196;23417191;23411196;Ativa;93;VILA PRUDENTE;9302;35055001;35055001;161068190000000;;30/08/1956;3.221;30/08/1956;;10/04/1981;;QUINTA DAS PAINEIRAS, 1.E 2. ESCOLAS MISTAS;DIR;-23592562;-46580655;31/12/2011
IP;92002;EMEI;ISABEL, PRINC.;ISABEL, PRINC.;;IPIRANGA;IPIRANGA;RUA AMADIS;453;VILA INDEPENDÊNCIA;4221000;22732570;20610612;20636866;Ativa;34;IPIRANGA;3405;35051846;35051846;161068111000000;;;;;;27/03/1985;;;DIR;-23595298;-46595499;31/12/2011
IP;400368;CEI INDIR;ISABEL, PRINCESA;ISABEL, PRINCESA;;IPIRANGA;IPIRANGA;RUA   MACACHAS;293;VILA NAIR;4282000;50618704;;FAX 5061-;Ativa;34;IPIRANGA;3402;35181055;35181055;;ZERO A 6A 11M;;;;20/07/2002;;;;CON;-23606855;-46610165;31/12/2011
IP;400394;CEI INDIR;ITALO BRASIL PORTIERI;ITALO BRASIL PORTIERI;;IPIRANGA;VILA MARIANA;RUA   PEDRO DE TOLEDO;1809;VILA CLEMENTINO;4039034;55736942;;55717035;Ativa;32;MOEMA;3202;35180524;35180524;;ZERO A 6A 11M;;;;01/07/2002;05/01/2011;;;CON;-23596213;-46656993;31/12/2011
IP;306175;ESC.PART.;ITATIAIA, COLEGIO;ITATIAIA, COLEGIO;;IPIRANGA;VILA MARIANA;RUA   OTAVIO NEBIAS;183;PARAISO;4002010;38851165;;;Ativa;;VILA MARIANA;;35177519;35177519;;CRIANCAS DE 3 MESES A 6 ANOS;;;;;31/10/2002;;ITATIAIA BERCARIO E RECREACAO INFANTIL;PAR;0;0;31/12/2011
IP;307254;ESC.PART.;IVG SAO FRANCISCO DE ASSIS;IVG SAO FRANCISCO DE ASSIS;;IPIRANGA;VILA PRUDENTE/SAPOPEMBA;RUA SIMPLÍCIO MENDES;100;VILA IVG;3249050;;;;Ativa;72;SAO LUCAS;7203;35322261;35322261;;1 A E 6 M A 5A E 11 M;28/04/2010;53;27/04/2010;;;;;PAR;-23602714;-46532715;31/12/2011
IP;300365;ESC.PART.;JACARANDA BERCARIO E.E.I.;JACARANDA BERCARIO E.E.I.;;IPIRANGA;SE;RUA   ITAGUABA;154;SANTA CECILIA;1233050;;;;Ativa;26;CONSOLACAO;2601;35162723;35162723;;;;;;;21/06/1997;;;PAR;0;0;31/12/2011
